Hard,Clay,Carpet,Grass,best_of,minutes,opp_hand,opp_ht,opp_age,opp_ace,opp_df,opp_svpt,opp_1stWon,opp_2ndWon,opp_bpSaved,opp_bpFaced
0.0,0.0,0.0,1.0,0.0,73.0,0.0,196.0,23.5,3.0,1.0,57.0,18.0,9.0,6.0,11.0
0.0,0.0,0.0,1.0,0.0,116.0,0.0,188.0,23.9,4.0,3.0,67.0,27.0,13.0,5.0,7.0
0.0,0.0,0.0,1.0,0.0,106.0,0.0,185.0,27.6,4.0,4.0,80.0,28.0,13.0,4.0,10.0
0.0,0.0,0.0,1.0,0.0,104.0,0.0,183.0,29.0,1.0,1.0,72.0,28.0,14.0,4.0,8.0
0.0,0.0,0.0,1.0,0.0,107.0,0.0,188.0,30.9,2.0,6.0,79.0,30.0,13.0,8.0,11.0
0.0,0.0,0.0,1.0,0.0,148.0,0.0,183.0,23.9,8.0,0.0,89.0,40.0,19.0,6.0,8.0
0.0,1.0,0.0,0.0,0.0,79.0,0.0,180.0,31.0,0.0,2.0,59.0,20.0,7.0,9.0,14.0
0.0,1.0,0.0,0.0,0.0,105.0,0.0,175.0,28.3,4.0,5.0,86.0,31.0,10.0,10.0,17.0
0.0,1.0,0.0,0.0,0.0,138.0,1.0,188.0,25.4,2.0,5.0,82.0,34.0,14.0,6.0,10.0
0.0,1.0,0.0,0.0,0.0,147.0,0.0,183.0,24.0,1.0,3.0,97.0,36.0,16.0,9.0,14.0
0.0,1.0,0.0,0.0,0.0,98.0,0.0,175.0,28.4,0.0,2.0,73.0,20.0,14.0,5.0,10.0
0.0,1.0,0.0,0.0,0.0,64.0,0.0,180.0,26.9,0.0,1.0,47.0,11.0,5.0,3.0,9.0
0.0,1.0,0.0,0.0,0.0,97.0,0.0,198.0,20.5,2.0,3.0,55.0,20.0,11.0,3.0,6.0
0.0,1.0,0.0,0.0,0.0,131.0,0.0,185.0,27.7,6.0,3.0,81.0,29.0,17.0,3.0,8.0
0.0,0.0,0.0,1.0,0.0,119.0,0.0,180.0,21.1,7.0,3.0,83.0,30.0,19.0,8.0,10.0
0.0,0.0,0.0,1.0,0.0,83.0,0.0,183.0,27.1,1.0,3.0,46.0,18.0,11.0,3.0,6.0
0.0,0.0,0.0,1.0,0.0,100.0,0.0,193.0,30.4,15.0,0.0,85.0,35.0,21.0,3.0,4.0
0.0,0.0,0.0,1.0,0.0,93.0,0.0,188.0,22.5,5.0,7.0,66.0,21.0,15.0,6.0,10.0
0.0,0.0,0.0,1.0,0.0,88.0,0.0,183.0,24.6,6.0,3.0,65.0,26.0,14.0,6.0,9.0
0.0,0.0,0.0,1.0,0.0,92.0,1.0,185.0,23.2,1.0,3.0,56.0,21.0,10.0,3.0,6.0
0.0,0.0,0.0,1.0,0.0,79.0,0.0,173.0,25.3,1.0,3.0,54.0,14.0,11.0,6.0,11.0
0.0,0.0,0.0,1.0,0.0,127.0,0.0,190.0,29.6,2.0,2.0,95.0,46.0,15.0,7.0,10.0
0.0,0.0,0.0,1.0,0.0,98.0,0.0,198.0,20.4,5.0,1.0,69.0,28.0,11.0,5.0,7.0
0.0,0.0,0.0,1.0,0.0,165.0,0.0,183.0,24.1,4.0,2.0,118.0,47.0,26.0,9.0,12.0
0.0,0.0,0.0,1.0,0.0,97.0,0.0,175.0,26.8,4.0,3.0,59.0,18.0,13.0,2.0,7.0
0.0,0.0,0.0,1.0,0.0,87.0,0.0,188.0,22.0,13.0,3.0,67.0,34.0,14.0,3.0,4.0
0.0,0.0,0.0,1.0,0.0,93.0,0.0,190.0,29.6,2.0,4.0,72.0,30.0,10.0,3.0,7.0
0.0,0.0,0.0,1.0,0.0,69.0,1.0,190.0,21.4,3.0,2.0,60.0,21.0,12.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,84.0,0.0,183.0,23.6,2.0,1.0,78.0,35.0,9.0,7.0,10.0
0.0,0.0,1.0,0.0,0.0,125.0,0.0,180.0,28.2,7.0,3.0,107.0,43.0,20.0,6.0,11.0
0.0,0.0,1.0,0.0,0.0,67.0,1.0,183.0,28.0,5.0,3.0,62.0,18.0,12.0,3.0,7.0
0.0,0.0,1.0,0.0,0.0,115.0,0.0,168.0,28.3,2.0,1.0,72.0,29.0,17.0,4.0,6.0
0.0,0.0,0.0,1.0,0.0,70.0,0.0,178.0,22.3,2.0,2.0,50.0,21.0,2.0,2.0,7.0
0.0,0.0,0.0,1.0,0.0,84.0,0.0,180.0,33.4,0.0,3.0,63.0,20.0,13.0,5.0,9.0
0.0,0.0,0.0,1.0,0.0,144.0,0.0,183.0,24.7,4.0,1.0,97.0,31.0,19.0,8.0,14.0
0.0,1.0,0.0,0.0,0.0,121.0,0.0,180.0,24.8,5.0,2.0,96.0,31.0,17.0,13.0,19.0
0.0,1.0,0.0,0.0,0.0,70.0,0.0,193.0,23.2,1.0,1.0,44.0,15.0,7.0,0.0,4.0
0.0,1.0,0.0,0.0,0.0,137.0,0.0,190.0,25.1,3.0,7.0,89.0,40.0,7.0,6.0,11.0
0.0,1.0,0.0,0.0,0.0,110.0,0.0,190.0,26.9,2.0,1.0,61.0,26.0,7.0,3.0,7.0
0.0,1.0,0.0,0.0,1.0,78.0,0.0,188.0,32.7,0.0,1.0,58.0,23.0,8.0,5.0,7.0
0.0,1.0,0.0,0.0,1.0,124.0,0.0,193.0,23.3,6.0,3.0,107.0,38.0,16.0,11.0,18.0
0.0,0.0,1.0,0.0,1.0,209.0,0.0,185.0,27.5,3.0,4.0,152.0,71.0,24.0,8.0,12.0
0.0,0.0,1.0,0.0,1.0,120.0,0.0,185.0,28.1,0.0,2.0,87.0,26.0,16.0,7.0,15.0
0.0,0.0,1.0,0.0,1.0,119.0,0.0,188.0,27.5,6.0,1.0,96.0,42.0,16.0,8.0,12.0
0.0,0.0,1.0,0.0,1.0,90.0,0.0,175.0,24.2,1.0,2.0,71.0,26.0,10.0,7.0,14.0
0.0,0.0,0.0,1.0,1.0,97.0,0.0,193.0,30.4,10.0,4.0,78.0,23.0,17.0,5.0,10.0
0.0,0.0,0.0,1.0,1.0,109.0,1.0,198.0,22.1,8.0,7.0,93.0,37.0,18.0,14.0,18.0
0.0,0.0,0.0,1.0,1.0,208.0,0.0,178.0,26.8,5.0,11.0,142.0,39.0,40.0,9.0,18.0
0.0,0.0,0.0,1.0,1.0,106.0,0.0,185.0,30.7,4.0,1.0,80.0,26.0,14.0,7.0,13.0
0.0,0.0,0.0,1.0,1.0,185.0,1.0,188.0,25.7,5.0,8.0,122.0,47.0,26.0,8.0,12.0
0.0,0.0,0.0,1.0,1.0,115.0,0.0,190.0,28.8,6.0,6.0,110.0,33.0,21.0,11.0,19.0
0.0,0.0,0.0,1.0,1.0,102.0,0.0,188.0,21.9,3.0,0.0,75.0,30.0,11.0,0.0,6.0
0.0,0.0,0.0,1.0,1.0,183.0,0.0,196.0,26.5,16.0,6.0,131.0,59.0,24.0,5.0,8.0
0.0,0.0,0.0,1.0,1.0,193.0,0.0,183.0,23.5,12.0,2.0,136.0,48.0,28.0,12.0,17.0
0.0,0.0,0.0,1.0,0.0,167.0,0.0,178.0,28.4,8.0,2.0,100.0,38.0,22.0,4.0,7.0
0.0,0.0,0.0,1.0,0.0,118.0,1.0,185.0,23.4,4.0,1.0,71.0,33.0,8.0,2.0,5.0
0.0,0.0,0.0,1.0,0.0,89.0,0.0,198.0,28.2,0.0,6.0,58.0,20.0,8.0,4.0,9.0
0.0,0.0,0.0,1.0,0.0,61.0,0.0,193.0,23.6,3.0,1.0,41.0,14.0,5.0,3.0,7.0
0.0,0.0,0.0,1.0,0.0,105.0,1.0,188.0,25.8,6.0,3.0,85.0,35.0,12.0,7.0,11.0
0.0,0.0,0.0,1.0,0.0,81.0,0.0,193.0,25.1,4.0,4.0,66.0,23.0,12.0,8.0,12.0
0.0,0.0,0.0,1.0,0.0,114.0,0.0,198.0,21.0,1.0,1.0,66.0,25.0,9.0,4.0,9.0
0.0,0.0,0.0,1.0,1.0,121.0,0.0,185.0,24.4,5.0,5.0,91.0,39.0,12.0,9.0,14.0
0.0,0.0,0.0,1.0,1.0,178.0,0.0,185.0,28.3,3.0,3.0,102.0,33.0,19.0,10.0,18.0
0.0,0.0,0.0,1.0,1.0,97.0,0.0,188.0,23.3,3.0,0.0,60.0,13.0,7.0,5.0,14.0
0.0,0.0,0.0,1.0,1.0,115.0,0.0,190.0,27.6,4.0,4.0,76.0,31.0,10.0,3.0,9.0
0.0,0.0,0.0,1.0,0.0,54.0,0.0,193.0,24.0,3.0,0.0,52.0,20.0,6.0,7.0,11.0
0.0,0.0,0.0,1.0,0.0,91.0,0.0,185.0,28.4,4.0,0.0,82.0,28.0,16.0,11.0,14.0
0.0,0.0,0.0,1.0,0.0,98.0,0.0,188.0,26.7,2.0,4.0,58.0,18.0,12.0,5.0,10.0
0.0,0.0,0.0,1.0,0.0,125.0,0.0,193.0,24.0,10.0,2.0,93.0,28.0,29.0,7.0,10.0
0.0,0.0,0.0,1.0,0.0,109.0,0.0,193.0,30.9,14.0,2.0,67.0,28.0,13.0,4.0,8.0
0.0,0.0,0.0,1.0,0.0,176.0,0.0,183.0,24.6,7.0,1.0,92.0,33.0,24.0,5.0,10.0
0.0,0.0,0.0,1.0,0.0,202.0,0.0,183.0,27.6,1.0,2.0,108.0,39.0,17.0,4.0,11.0
0.0,0.0,0.0,1.0,0.0,102.0,0.0,188.0,28.2,7.0,3.0,64.0,22.0,14.0,8.0,12.0
0.0,0.0,0.0,1.0,0.0,156.0,0.0,178.0,26.3,4.0,3.0,85.0,31.0,19.0,0.0,4.0
0.0,1.0,0.0,0.0,0.0,83.0,0.0,180.0,29.1,2.0,5.0,61.0,17.0,10.0,6.0,11.0
0.0,1.0,0.0,0.0,0.0,101.0,0.0,183.0,25.0,4.0,1.0,66.0,23.0,14.0,6.0,10.0
0.0,1.0,0.0,0.0,0.0,80.0,0.0,180.0,28.2,2.0,3.0,52.0,13.0,9.0,3.0,8.0
0.0,1.0,0.0,0.0,0.0,60.0,0.0,188.0,23.2,5.0,2.0,52.0,19.0,4.0,2.0,7.0
0.0,1.0,0.0,0.0,0.0,87.0,1.0,188.0,22.3,5.0,6.0,61.0,24.0,7.0,5.0,9.0
0.0,1.0,0.0,0.0,0.0,91.0,0.0,178.0,22.9,3.0,6.0,64.0,20.0,10.0,3.0,9.0
0.0,1.0,0.0,0.0,1.0,128.0,0.0,185.0,22.2,4.0,4.0,93.0,29.0,21.0,5.0,12.0
0.0,1.0,0.0,0.0,1.0,160.0,0.0,178.0,20.3,1.0,1.0,95.0,32.0,17.0,8.0,14.0
0.0,1.0,0.0,0.0,1.0,158.0,0.0,198.0,28.8,5.0,1.0,118.0,51.0,16.0,9.0,16.0
0.0,1.0,0.0,0.0,1.0,137.0,0.0,183.0,27.6,3.0,0.0,87.0,44.0,10.0,4.0,9.0
0.0,0.0,1.0,0.0,0.0,72.0,0.0,183.0,28.4,4.0,0.0,52.0,21.0,11.0,3.0,6.0
0.0,0.0,1.0,0.0,1.0,231.0,0.0,168.0,29.4,1.0,4.0,174.0,63.0,27.0,11.0,20.0
0.0,0.0,1.0,0.0,1.0,117.0,0.0,188.0,29.1,12.0,11.0,105.0,43.0,19.0,3.0,6.0
0.0,0.0,1.0,0.0,1.0,101.0,0.0,175.0,29.5,5.0,2.0,93.0,41.0,13.0,5.0,9.0
0.0,0.0,1.0,0.0,1.0,174.0,0.0,180.0,29.3,5.0,2.0,111.0,53.0,22.0,5.0,9.0
0.0,0.0,1.0,0.0,1.0,111.0,0.0,180.0,26.8,4.0,2.0,87.0,35.0,11.0,10.0,15.0
0.0,0.0,0.0,1.0,0.0,133.0,0.0,185.0,28.6,9.0,6.0,97.0,39.0,8.0,12.0,18.0
0.0,0.0,0.0,1.0,0.0,80.0,0.0,198.0,29.0,1.0,2.0,60.0,25.0,8.0,3.0,6.0
0.0,0.0,0.0,1.0,0.0,73.0,0.0,188.0,23.4,7.0,2.0,50.0,19.0,8.0,2.0,5.0
0.0,0.0,0.0,1.0,0.0,101.0,0.0,193.0,24.5,5.0,5.0,64.0,24.0,11.0,0.0,4.0
0.0,0.0,0.0,1.0,0.0,97.0,0.0,180.0,28.6,3.0,5.0,62.0,25.0,6.0,1.0,6.0
0.0,0.0,0.0,1.0,1.0,220.0,0.0,193.0,24.5,23.0,6.0,156.0,75.0,20.0,9.0,14.0
0.0,0.0,0.0,1.0,1.0,143.0,0.0,185.0,26.4,6.0,3.0,111.0,45.0,23.0,8.0,12.0
0.0,0.0,0.0,1.0,1.0,104.0,0.0,185.0,30.6,1.0,5.0,77.0,33.0,14.0,2.0,6.0
0.0,0.0,0.0,1.0,1.0,110.0,0.0,188.0,28.7,3.0,4.0,71.0,22.0,16.0,2.0,8.0
0.0,0.0,0.0,1.0,1.0,144.0,0.0,193.0,23.9,3.0,6.0,109.0,32.0,20.0,11.0,18.0
0.0,0.0,0.0,1.0,1.0,224.0,0.0,185.0,29.0,12.0,5.0,160.0,62.0,35.0,6.0,12.0
0.0,0.0,0.0,1.0,0.0,71.0,0.0,178.0,23.1,1.0,2.0,66.0,17.0,15.0,7.0,11.0
0.0,0.0,0.0,1.0,0.0,85.0,0.0,183.0,25.7,2.0,0.0,46.0,20.0,7.0,4.0,7.0
0.0,0.0,0.0,1.0,0.0,87.0,0.0,206.0,25.4,7.0,3.0,79.0,35.0,9.0,9.0,12.0
0.0,0.0,0.0,1.0,0.0,84.0,0.0,175.0,28.5,2.0,1.0,58.0,23.0,8.0,2.0,6.0
0.0,0.0,0.0,1.0,0.0,81.0,0.0,193.0,31.5,6.0,1.0,58.0,21.0,11.0,7.0,10.0
0.0,0.0,0.0,1.0,0.0,58.0,0.0,185.0,24.3,3.0,2.0,44.0,17.0,2.0,4.0,9.0
0.0,0.0,0.0,1.0,0.0,66.0,0.0,188.0,27.3,3.0,4.0,55.0,16.0,11.0,6.0,10.0
0.0,0.0,0.0,1.0,0.0,72.0,0.0,190.0,22.1,5.0,2.0,57.0,24.0,6.0,3.0,7.0
0.0,0.0,0.0,1.0,0.0,118.0,1.0,185.0,29.2,2.0,0.0,84.0,38.0,14.0,1.0,2.0
0.0,0.0,0.0,1.0,0.0,79.0,0.0,190.0,23.5,2.0,3.0,65.0,20.0,13.0,8.0,12.0
0.0,0.0,0.0,1.0,0.0,98.0,0.0,193.0,24.7,8.0,1.0,67.0,32.0,13.0,3.0,5.0
0.0,0.0,0.0,1.0,0.0,84.0,0.0,185.0,26.6,1.0,3.0,46.0,21.0,7.0,1.0,4.0
0.0,0.0,0.0,1.0,0.0,88.0,0.0,196.0,25.1,7.0,3.0,56.0,21.0,11.0,4.0,7.0
0.0,0.0,0.0,1.0,0.0,67.0,0.0,188.0,28.2,4.0,1.0,42.0,18.0,8.0,0.0,3.0
0.0,0.0,0.0,1.0,1.0,91.0,0.0,190.0,24.7,3.0,3.0,65.0,21.0,8.0,5.0,12.0
0.0,0.0,0.0,1.0,1.0,201.0,0.0,183.0,26.0,8.0,6.0,146.0,56.0,30.0,13.0,20.0
0.0,0.0,0.0,1.0,1.0,40.0,0.0,193.0,24.9,2.0,1.0,38.0,15.0,2.0,3.0,6.0
0.0,0.0,0.0,1.0,1.0,104.0,0.0,183.0,25.4,5.0,2.0,78.0,28.0,14.0,8.0,13.0
0.0,0.0,0.0,1.0,1.0,152.0,0.0,196.0,25.3,6.0,5.0,96.0,37.0,15.0,5.0,10.0
0.0,0.0,0.0,1.0,1.0,180.0,0.0,185.0,29.4,5.0,0.0,105.0,45.0,20.0,9.0,14.0
0.0,0.0,0.0,1.0,1.0,159.0,0.0,190.0,23.6,6.0,4.0,109.0,37.0,16.0,11.0,18.0
0.0,0.0,0.0,1.0,0.0,64.0,1.0,190.0,30.7,1.0,0.0,52.0,20.0,10.0,1.0,4.0
0.0,0.0,0.0,1.0,0.0,109.0,1.0,188.0,29.4,7.0,6.0,74.0,29.0,19.0,3.0,6.0
0.0,0.0,0.0,1.0,0.0,76.0,0.0,190.0,27.3,3.0,4.0,57.0,18.0,11.0,3.0,7.0
0.0,0.0,0.0,1.0,0.0,142.0,0.0,196.0,25.4,9.0,1.0,86.0,34.0,18.0,2.0,5.0
0.0,0.0,0.0,1.0,0.0,72.0,0.0,185.0,29.5,5.0,1.0,58.0,22.0,9.0,6.0,10.0
0.0,0.0,0.0,1.0,0.0,60.0,0.0,185.0,23.6,3.0,2.0,43.0,12.0,8.0,1.0,6.0
0.0,0.0,0.0,1.0,0.0,54.0,0.0,190.0,22.5,0.0,5.0,36.0,9.0,3.0,1.0,6.0
0.0,0.0,0.0,1.0,0.0,66.0,0.0,193.0,25.0,3.0,5.0,43.0,12.0,4.0,4.0,9.0
0.0,0.0,0.0,1.0,0.0,95.0,0.0,185.0,24.7,2.0,2.0,72.0,26.0,9.0,7.0,12.0
0.0,0.0,0.0,1.0,0.0,127.0,0.0,185.0,29.5,1.0,2.0,85.0,33.0,15.0,5.0,10.0
0.0,0.0,0.0,1.0,0.0,146.0,1.0,185.0,24.7,2.0,0.0,69.0,20.0,23.0,3.0,8.0
0.0,0.0,0.0,1.0,0.0,49.0,0.0,188.0,24.5,1.0,1.0,29.0,4.0,4.0,1.0,6.0
0.0,0.0,0.0,1.0,0.0,53.0,0.0,185.0,31.2,2.0,4.0,48.0,14.0,7.0,3.0,8.0
0.0,0.0,0.0,1.0,0.0,84.0,0.0,193.0,25.1,3.0,2.0,49.0,15.0,12.0,3.0,6.0
0.0,0.0,0.0,1.0,0.0,108.0,0.0,203.0,24.8,4.0,2.0,62.0,24.0,10.0,1.0,4.0
0.0,0.0,0.0,1.0,0.0,86.0,0.0,188.0,29.2,4.0,1.0,48.0,16.0,10.0,3.0,7.0
0.0,0.0,0.0,1.0,0.0,202.0,1.0,185.0,24.7,5.0,6.0,110.0,46.0,20.0,7.0,9.0
0.0,1.0,0.0,0.0,0.0,68.0,0.0,178.0,26.2,0.0,4.0,42.0,11.0,7.0,1.0,6.0
0.0,1.0,0.0,0.0,0.0,86.0,0.0,188.0,24.1,0.0,5.0,47.0,11.0,13.0,1.0,5.0
0.0,1.0,0.0,0.0,0.0,116.0,1.0,188.0,29.5,6.0,2.0,67.0,29.0,13.0,2.0,4.0
0.0,1.0,0.0,0.0,0.0,101.0,0.0,203.0,24.9,7.0,0.0,64.0,28.0,11.0,4.0,6.0
0.0,1.0,0.0,0.0,0.0,51.0,0.0,188.0,27.9,3.0,2.0,37.0,16.0,3.0,3.0,7.0
0.0,1.0,0.0,0.0,0.0,148.0,0.0,175.0,29.0,1.0,2.0,93.0,36.0,15.0,6.0,11.0
0.0,1.0,0.0,0.0,0.0,130.0,1.0,188.0,23.3,5.0,1.0,75.0,30.0,16.0,4.0,8.0
0.0,1.0,0.0,0.0,0.0,138.0,1.0,185.0,24.9,3.0,0.0,75.0,29.0,9.0,7.0,12.0
0.0,1.0,0.0,0.0,0.0,67.0,0.0,190.0,28.9,1.0,3.0,50.0,19.0,4.0,1.0,5.0
0.0,1.0,0.0,0.0,0.0,94.0,0.0,183.0,26.1,4.0,0.0,56.0,26.0,5.0,6.0,9.0
0.0,1.0,0.0,0.0,0.0,77.0,0.0,193.0,26.7,2.0,1.0,46.0,16.0,3.0,4.0,9.0
0.0,1.0,0.0,0.0,0.0,182.0,0.0,190.0,23.9,6.0,4.0,98.0,40.0,13.0,7.0,13.0
0.0,1.0,0.0,0.0,0.0,133.0,1.0,185.0,24.9,2.0,1.0,69.0,33.0,5.0,7.0,11.0
0.0,1.0,0.0,0.0,1.0,92.0,0.0,193.0,22.6,5.0,3.0,80.0,32.0,10.0,10.0,16.0
0.0,1.0,0.0,0.0,1.0,89.0,0.0,198.0,29.8,3.0,0.0,74.0,29.0,15.0,5.0,8.0
0.0,1.0,0.0,0.0,1.0,176.0,0.0,198.0,22.6,5.0,3.0,113.0,43.0,21.0,7.0,12.0
0.0,1.0,0.0,0.0,1.0,107.0,0.0,185.0,24.9,6.0,2.0,86.0,35.0,15.0,4.0,8.0
0.0,0.0,1.0,0.0,1.0,80.0,0.0,188.0,24.3,9.0,2.0,75.0,30.0,8.0,4.0,10.0
0.0,0.0,1.0,0.0,1.0,114.0,0.0,203.0,25.0,8.0,3.0,72.0,30.0,9.0,4.0,9.0
0.0,0.0,1.0,0.0,1.0,195.0,0.0,183.0,26.0,14.0,4.0,132.0,51.0,33.0,8.0,11.0
0.0,0.0,1.0,0.0,1.0,101.0,1.0,190.0,31.0,8.0,7.0,82.0,32.0,16.0,7.0,11.0
0.0,0.0,1.0,0.0,1.0,161.0,0.0,193.0,18.6,7.0,2.0,144.0,59.0,24.0,9.0,15.0
0.0,0.0,1.0,0.0,1.0,187.0,0.0,188.0,26.1,12.0,5.0,133.0,61.0,20.0,6.0,12.0
0.0,0.0,1.0,0.0,1.0,148.0,1.0,185.0,25.0,5.0,1.0,82.0,43.0,8.0,1.0,6.0
0.0,0.0,0.0,1.0,0.0,96.0,0.0,178.0,30.1,1.0,4.0,67.0,24.0,4.0,7.0,14.0
0.0,0.0,0.0,1.0,0.0,95.0,0.0,198.0,22.8,6.0,4.0,57.0,21.0,14.0,4.0,7.0
0.0,0.0,0.0,1.0,0.0,74.0,0.0,193.0,24.9,3.0,3.0,39.0,13.0,5.0,5.0,9.0
0.0,0.0,0.0,1.0,0.0,59.0,0.0,188.0,26.3,4.0,2.0,39.0,17.0,5.0,3.0,5.0
0.0,0.0,0.0,1.0,0.0,144.0,0.0,188.0,29.6,8.0,3.0,83.0,31.0,19.0,5.0,8.0
0.0,0.0,0.0,1.0,0.0,77.0,0.0,183.0,19.2,6.0,1.0,53.0,13.0,11.0,7.0,12.0
0.0,0.0,0.0,1.0,0.0,82.0,0.0,185.0,32.7,3.0,1.0,54.0,13.0,10.0,6.0,12.0
0.0,0.0,0.0,1.0,0.0,153.0,0.0,193.0,24.9,12.0,7.0,105.0,44.0,16.0,9.0,13.0
0.0,0.0,0.0,1.0,0.0,53.0,0.0,196.0,25.9,4.0,2.0,42.0,17.0,6.0,2.0,4.0
0.0,0.0,0.0,1.0,1.0,44.0,0.0,185.0,29.9,1.0,2.0,30.0,6.0,2.0,1.0,6.0
0.0,0.0,0.0,1.0,1.0,90.0,0.0,183.0,28.5,2.0,6.0,67.0,17.0,5.0,10.0,20.0
0.0,0.0,0.0,1.0,1.0,127.0,0.0,178.0,30.2,1.0,2.0,81.0,33.0,10.0,7.0,12.0
0.0,0.0,0.0,1.0,1.0,146.0,0.0,180.0,22.8,5.0,5.0,94.0,32.0,22.0,2.0,7.0
0.0,0.0,0.0,1.0,1.0,207.0,0.0,180.0,27.1,10.0,5.0,108.0,46.0,8.0,5.0,13.0
0.0,0.0,0.0,1.0,1.0,231.0,0.0,185.0,30.0,11.0,4.0,164.0,68.0,35.0,6.0,12.0
0.0,0.0,0.0,1.0,1.0,250.0,1.0,185.0,25.2,2.0,3.0,141.0,50.0,19.0,15.0,27.0
0.0,0.0,0.0,1.0,0.0,133.0,0.0,185.0,31.2,7.0,3.0,94.0,32.0,27.0,6.0,10.0
0.0,0.0,0.0,1.0,0.0,55.0,0.0,190.0,29.4,0.0,4.0,43.0,15.0,6.0,3.0,7.0
0.0,0.0,0.0,1.0,0.0,99.0,0.0,183.0,26.3,12.0,7.0,71.0,29.0,15.0,0.0,3.0
0.0,0.0,0.0,1.0,0.0,91.0,0.0,183.0,26.8,6.0,4.0,61.0,22.0,14.0,3.0,5.0
0.0,0.0,0.0,1.0,0.0,116.0,0.0,193.0,25.7,7.0,3.0,78.0,28.0,12.0,5.0,11.0
0.0,0.0,0.0,1.0,0.0,159.0,0.0,196.0,26.1,6.0,4.0,97.0,34.0,25.0,5.0,8.0
0.0,0.0,0.0,1.0,1.0,92.0,0.0,183.0,30.0,0.0,5.0,61.0,18.0,2.0,4.0,13.0
0.0,0.0,0.0,1.0,1.0,102.0,0.0,188.0,24.1,3.0,3.0,73.0,24.0,11.0,6.0,13.0
0.0,0.0,0.0,1.0,1.0,74.0,0.0,190.0,29.9,0.0,5.0,66.0,21.0,5.0,6.0,14.0
