,date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_seed,loser_entry,speed,outcome,winner_entry,Unnamed: 0,OpponentId
0,5/22/22,Roland Garros,G,5,C,False,QF,RAFAEL NADAL,5.0,Spain,ESP,5,14.0,2371,Novak Djokovic,Serbia,SRB,1.0,-14.0,2381,6-2 4-6 6-2 7-6(4),1.0,,,,,84,n409
1,5/9/21,Rome Masters,M,3,C,False,F,RAFAEL NADAL,2.0,Spain,ESP,2,14.0,2362,Novak Djokovic,Serbia,SRB,1.0,-13.0,2395,7-5 1-6 6-3,1.0,,43.0,,,84,n409
2,9/28/20,Roland Garros,G,5,C,False,F,RAFAEL NADAL,1.0,Spain,ESP,2,18.0,2394,Novak Djokovic,Serbia,SRB,1.0,-18.0,2442,6-0 6-2 7-5,2.0,,30.0,,,84,n409
3,5/13/19,Rome Masters,M,3,C,False,F,RAFAEL NADAL,2.0,Spain,ESP,2,14.0,2365,Novak Djokovic,Serbia,SRB,1.0,-13.0,2403,6-0 4-6 6-1,1.0,,47.0,,,84,n409
4,5/14/18,Rome Masters,M,3,C,False,SF,RAFAEL NADAL,1.0,Spain,ESP,2,10.0,2368,Novak Djokovic,Serbia,SRB,18.0,-9.0,2331,7-6(4) 6-3,11.0,,51.0,,,84,n409
5,5/8/17,Madrid Masters,M,3,C,False,SF,RAFAEL NADAL,4.0,Spain,ESP,5,16.0,2325,Novak Djokovic,Serbia,SRB,2.0,-16.0,2478,6-2 6-4,2.0,,65.0,,,84,n409
6,5/26/14,Roland Garros,G,5,C,False,F,RAFAEL NADAL,1.0,Spain,ESP,1,19.0,2484,Novak Djokovic,Serbia,SRB,2.0,-19.0,2551,3-6 7-5 6-2 6-4,2.0,,40.0,,,84,n409
7,8/26/13,US Open,G,5,H,False,F,RAFAEL NADAL,2.0,Spain,ESP,2,13.0,2539,Novak Djokovic,Serbia,SRB,1.0,-13.0,2464,6-2 3-6 6-4 6-1,1.0,,54.0,,,84,n409
8,8/5/13,Canada Masters,M,3,H,False,SF,RAFAEL NADAL,4.0,Spain,ESP,4,11.0,2506,Novak Djokovic,Serbia,SRB,1.0,-10.0,2479,6-4 3-6 7-6(2),1.0,,53.0,,,84,n409
9,5/27/13,Roland Garros,G,5,C,False,SF,RAFAEL NADAL,3.0,Spain,ESP,4,14.0,2506,Novak Djokovic,Serbia,SRB,1.0,-13.0,2491,6-4 3-6 6-1 6-7(3) 9-7,1.0,,42.0,,,84,n409
10,5/27/12,Roland Garros,G,5,C,False,F,RAFAEL NADAL,2.0,Spain,ESP,2,17.0,2462,Novak Djokovic,Serbia,SRB,1.0,-17.0,2478,6-4 6-3 2-6 7-5,1.0,,40.0,,,84,n409
11,5/13/12,Rome Masters,M,3,C,False,F,RAFAEL NADAL,2.0,Spain,ESP,3,14.0,2430,Novak Djokovic,Serbia,SRB,1.0,-14.0,2469,7-5 6-3,1.0,,32.0,,,84,n409
12,4/15/12,Monte Carlo Masters,M,3,C,False,F,RAFAEL NADAL,2.0,Spain,ESP,2,15.0,2404,Novak Djokovic,Serbia,SRB,1.0,-15.0,2482,6-3 6-1,1.0,,31.0,,,84,n409
13,11/21/10,Tour Finals,F,3,H,True,RR,RAFAEL NADAL,,Spain,ESP,1,8.0,2405,Novak Djokovic,Serbia,SRB,3.0,-7.0,2302,7-5 6-2,,,90.0,,,84,n409
14,8/30/10,US Open,G,5,H,False,F,RAFAEL NADAL,1.0,Spain,ESP,1,11.0,2413,Novak Djokovic,Serbia,SRB,3.0,-11.0,2309,6-4 5-7 6-4 6-2,3.0,,65.0,,,84,n409
15,5/10/09,Madrid Masters,M,3,C,False,SF,RAFAEL NADAL,1.0,Spain,ESP,1,6.0,2481,Novak Djokovic,Serbia,SRB,4.0,-6.0,2310,3-6 7-6(5) 7-6(9),3.0,,56.0,,,84,n409
16,4/27/09,Rome Masters,M,3,C,False,F,RAFAEL NADAL,1.0,Spain,ESP,1,7.0,2470,Novak Djokovic,Serbia,SRB,3.0,-7.0,2303,7-6(2) 6-2,3.0,,33.0,,,84,n409
17,4/12/09,Monte Carlo Masters,M,3,C,False,F,RAFAEL NADAL,1.0,Spain,ESP,1,7.0,2446,Novak Djokovic,Serbia,SRB,3.0,-7.0,2283,6-3 2-6 6-1,3.0,,17.0,,,84,n409
18,3/6/09,Davis Cup WG,D,5,C,False,R16,RAFAEL NADAL,,Spain,ESP,1,5.0,2421,Novak Djokovic,Serbia,SRB,3.0,-5.0,2250,6-4 6-4 6-1,,,,,,84,n409
19,8/11/08,Beijing Olympics,O,3,H,False,SF,RAFAEL NADAL,2.0,Spain,ESP,2,6.0,2445,Novak Djokovic,Serbia,SRB,3.0,-6.0,2286,6-4 1-6 6-4,3.0,,56.0,,,84,n409
20,6/9/08,Queen's Club,B,3,G,False,F,RAFAEL NADAL,1.0,Spain,ESP,2,7.0,2405,Novak Djokovic,Serbia,SRB,3.0,-7.0,2299,7-6(6) 7-5,2.0,,78.0,,,84,n409
21,5/25/08,Roland Garros,G,5,C,False,SF,RAFAEL NADAL,2.0,Spain,ESP,2,12.0,2368,Novak Djokovic,Serbia,SRB,3.0,-12.0,2299,6-4 6-2 7-6(3),3.0,,41.0,,,84,n409
22,5/11/08,Hamburg Masters,M,3,C,False,SF,RAFAEL NADAL,2.0,Spain,ESP,2,10.0,2332,Novak Djokovic,Serbia,SRB,3.0,-10.0,2297,7-5 2-6 6-2,3.0,,29.0,,,84,n409
23,11/12/07,Masters Cup,F,3,H,True,RR,RAFAEL NADAL,,Spain,ESP,2,9.0,2326,Novak Djokovic,Serbia,SRB,3.0,-9.0,2257,6-4 6-4,,,55.0,,,84,n409
24,6/25/07,Wimbledon,G,5,G,False,SF,RAFAEL NADAL,2.0,Spain,ESP,2,7.0,2403,Novak Djokovic,Serbia,SRB,5.0,-8.0,2213,3-6 6-1 4-1 RET,4.0,,73.0,RET,,84,n409
25,5/28/07,Roland Garros,G,5,C,False,SF,RAFAEL NADAL,2.0,Spain,ESP,2,7.0,2374,Novak Djokovic,Serbia,SRB,6.0,-7.0,2198,7-5 6-4 6-2,6.0,,38.0,,,84,n409
26,5/7/07,Rome Masters,M,3,C,False,QF,RAFAEL NADAL,2.0,Spain,ESP,2,6.0,2339,Novak Djokovic,Serbia,SRB,5.0,-7.0,2195,6-2 6-3,5.0,,28.0,,,84,n409
27,3/5/07,Indian Wells Masters,M,3,H,False,F,RAFAEL NADAL,2.0,Spain,ESP,2,6.0,2291,Novak Djokovic,Serbia,SRB,13.0,-7.0,2126,6-2 7-5,12.0,,59.0,,,84,n409
28,5/29/06,Roland Garros,G,5,C,False,QF,RAFAEL NADAL,2.0,Spain,ESP,2,3.0,2372,Novak Djokovic,Serbia,SRB,63.0,-3.0,1974,6-4 6-4 RET,,,34.0,RET,,84,n409
29,4/18/22,Belgrade,B,3,C,False,F,ANDREY RUBLEV,2.0,Russian Federation,RUS,8,16.0,2135,Novak Djokovic,Serbia,SRB,1.0,-16.0,2381,6-2 6-7(4) 6-0,1.0,,32.0,,,98,RE44
30,4/10/22,Monte Carlo Masters,M,3,C,False,R32,ALEJANDRO DAVIDOVICH FOKINA,,Spain,ESP,45,23.0,1901,Novak Djokovic,Serbia,SRB,1.0,-18.0,2395,6-3 6-7(5) 6-1,1.0,,27.0,,,25,DH50
31,2/21/22,Dubai,A,3,H,False,QF,JIRI VESELY,,Czech Republic,CZE,123,30.0,1790,Novak Djokovic,Serbia,SRB,1.0,-18.0,2413,6-4 7-6(4),1.0,,76.0,,Q,118,V708
32,4/11/16,Monte Carlo Masters,M,3,C,False,R32,JIRI VESELY,,Czech Republic,CZE,55,28.0,1833,Novak Djokovic,Serbia,SRB,1.0,-20.0,2628,6-4 2-6 6-4,1.0,,37.0,,,118,V708
33,11/14/21,Tour Finals,F,3,H,True,SF,ALEXANDER ZVEREV,3.0,Germany,GER,3,16.0,2273,Novak Djokovic,Serbia,SRB,1.0,-17.0,2425,7-6(4) 4-6 6-3,1.0,,100.0,,,122,z355
34,7/24/21,Tokyo Olympics,O,3,H,False,SF,ALEXANDER ZVEREV,4.0,Germany,GER,5,17.0,2196,Novak Djokovic,Serbia,SRB,1.0,-17.0,2440,1-6 6-3 6-1,1.0,,75.0,,,122,z355
35,11/12/18,Tour Finals,F,3,H,True,F,ALEXANDER ZVEREV,3.0,Germany,GER,5,21.0,2190,Novak Djokovic,Serbia,SRB,1.0,-20.0,2421,6-4 6-3,1.0,,81.0,,,122,z355
36,5/15/17,Rome Masters,M,3,C,False,F,ALEXANDER ZVEREV,16.0,Germany,GER,17,22.0,2150,Novak Djokovic,Serbia,SRB,2.0,-21.0,2473,6-4 6-3,2.0,,56.0,,,122,z355
37,8/30/21,US Open,G,5,H,False,F,DANIIL MEDVEDEV,2.0,Russian Federation,RUS,2,23.0,2266,Novak Djokovic,Serbia,SRB,1.0,-23.0,2424,6-4 6-4 6-4,1.0,,72.0,,,76,MM58
38,11/16/20,Tour Finals,F,3,H,True,RR,DANIIL MEDVEDEV,4.0,Russian Federation,RUS,4,18.0,2196,Novak Djokovic,Serbia,SRB,1.0,-17.0,2417,6-3 6-3,1.0,,98.0,,,76,MM58
39,8/12/19,Cincinnati Masters,M,3,H,False,SF,DANIIL MEDVEDEV,9.0,Russian Federation,RUS,8,18.0,2150,Novak Djokovic,Serbia,SRB,1.0,-18.0,2415,3-6 6-3 6-3,1.0,,81.0,,,76,MM58
40,4/15/19,Monte Carlo Masters,M,3,C,False,QF,DANIIL MEDVEDEV,10.0,Russian Federation,RUS,14,17.0,2130,Novak Djokovic,Serbia,SRB,1.0,-17.0,2394,6-3 4-6 6-2,1.0,,25.0,,,76,MM58
41,7/24/21,Tokyo Olympics,O,3,H,False,BR,PABLO CARRENO BUSTA,6.0,Spain,ESP,11,19.0,2097,Novak Djokovic,Serbia,SRB,1.0,-19.0,2423,6-4 6-7(6) 6-3,1.0,,75.0,,,18,CD85
42,8/31/20,US Open,G,5,H,False,R16,PABLO CARRENO BUSTA,20.0,Spain,ESP,27,25.0,2015,Novak Djokovic,Serbia,SRB,1.0,-24.0,2446,6-5 DEF,1.0,,65.0,DEF,,18,CD85
43,4/19/21,Belgrade,B,3,C,False,SF,ASLAN KARATSEV,3.0,Russian Federation,RUS,28,18.0,1965,Novak Djokovic,Serbia,SRB,1.0,-17.0,2401,7-5 4-6 6-4,1.0,,24.0,,,63,KC56
44,4/11/21,Monte Carlo Masters,M,3,C,False,R16,DANIEL EVANS,,United Kingdom,GBR,32,20.0,1975,Novak Djokovic,Serbia,SRB,1.0,-18.0,2418,6-4 7-5,1.0,,24.0,,,35,E687
45,11/16/20,Tour Finals,F,3,H,True,SF,DOMINIC THIEM,3.0,Austria,AUT,3,16.0,2248,Novak Djokovic,Serbia,SRB,1.0,-17.0,2400,7-5 6-7(10) 7-6(5),1.0,,98.0,,,112,TB69
46,11/11/19,Tour Finals,F,3,H,True,RR,DOMINIC THIEM,5.0,Austria,AUT,5,16.0,2201,Novak Djokovic,Serbia,SRB,2.0,-17.0,2388,6-7(5) 6-3 7-6(5),2.0,,98.0,,,112,TB69
47,5/27/19,Roland Garros,G,5,C,False,SF,DOMINIC THIEM,4.0,Austria,AUT,4,22.0,2195,Novak Djokovic,Serbia,SRB,1.0,-22.0,2401,6-2 3-6 7-5 5-7 7-5,1.0,,47.0,,,112,TB69
48,4/16/18,Monte Carlo Masters,M,3,C,False,R16,DOMINIC THIEM,5.0,Austria,AUT,7,17.0,2097,Novak Djokovic,Serbia,SRB,13.0,-16.0,2364,6-7(2) 6-2 6-3,9.0,,33.0,,,112,TB69
49,5/29/17,Roland Garros,G,5,C,False,QF,DOMINIC THIEM,6.0,Austria,AUT,7,23.0,2187,Novak Djokovic,Serbia,SRB,2.0,-23.0,2457,7-6(5) 6-3 6-0,2.0,,45.0,,,112,TB69
50,10/26/20,Vienna,A,3,H,True,QF,LORENZO SONEGO,,Italy,ITA,42,22.0,1878,Novak Djokovic,Serbia,SRB,1.0,-18.0,2427,6-2 6-1,1.0,,84.0,,LL,108,SU87
51,11/11/19,Tour Finals,F,3,H,True,RR,ROGER FEDERER,3.0,Switzerland,SUI,3,12.0,2334,Novak Djokovic,Serbia,SRB,2.0,-12.0,2371,6-4 6-3,2.0,,98.0,,,36,F324
52,11/15/15,Tour Finals,F,3,H,True,RR,ROGER FEDERER,3.0,Switzerland,SUI,3,16.0,2431,Novak Djokovic,Serbia,SRB,1.0,-16.0,2605,7-5 6-2,1.0,,67.0,,,36,F324
53,8/16/15,Cincinnati Masters,M,3,H,False,F,ROGER FEDERER,2.0,Switzerland,SUI,3,17.0,2420,Novak Djokovic,Serbia,SRB,1.0,-17.0,2571,7-6(1) 6-3,1.0,,75.0,,,36,F324
54,2/23/15,Dubai,A,3,H,False,F,ROGER FEDERER,2.0,Switzerland,SUI,2,15.0,2388,Novak Djokovic,Serbia,SRB,1.0,-15.0,2540,6-3 7-5,1.0,,54.0,,,36,F324
55,10/5/14,Shanghai Masters,M,3,H,False,SF,ROGER FEDERER,3.0,Switzerland,SUI,3,15.0,2374,Novak Djokovic,Serbia,SRB,1.0,-15.0,2516,6-4 6-4,1.0,,82.0,,,36,F324
56,4/13/14,Monte Carlo Masters,M,3,C,False,SF,ROGER FEDERER,4.0,Switzerland,SUI,4,16.0,2354,Novak Djokovic,Serbia,SRB,2.0,-17.0,2539,7-5 6-2,2.0,,35.0,,,36,F324
57,2/24/14,Dubai,A,3,H,False,SF,ROGER FEDERER,4.0,Switzerland,SUI,8,15.0,2325,Novak Djokovic,Serbia,SRB,2.0,-15.0,2519,3-6 6-3 6-2,1.0,,53.0,,,36,F324
58,8/12/12,Cincinnati Masters,M,3,H,False,F,ROGER FEDERER,1.0,Switzerland,SUI,1,12.0,2464,Novak Djokovic,Serbia,SRB,2.0,-12.0,2455,6-0 7-6(7),2.0,,61.0,,,36,F324
59,6/25/12,Wimbledon,G,5,G,False,SF,ROGER FEDERER,3.0,Switzerland,SUI,3,16.0,2438,Novak Djokovic,Serbia,SRB,1.0,-16.0,2469,6-3 3-6 6-4 6-3,1.0,,80.0,,,36,F324
60,5/22/11,Roland Garros,G,5,C,False,SF,ROGER FEDERER,3.0,Switzerland,SUI,3,19.0,2385,Novak Djokovic,Serbia,SRB,2.0,-19.0,2492,7-6(5) 6-3 3-6 7-6(5),2.0,,46.0,,,36,F324
61,11/21/10,Tour Finals,F,3,H,True,SF,ROGER FEDERER,,Switzerland,SUI,2,9.0,2389,Novak Djokovic,Serbia,SRB,3.0,-9.0,2307,6-1 6-4,,,90.0,,,36,F324
62,11/1/10,Basel,A,3,H,True,F,ROGER FEDERER,1.0,Switzerland,SUI,2,10.0,2368,Novak Djokovic,Serbia,SRB,3.0,-9.0,2326,6-4 3-6 6-1,2.0,,74.0,,,36,F324
63,10/10/10,Shanghai Masters,M,3,H,False,SF,ROGER FEDERER,3.0,Switzerland,SUI,3,11.0,2354,Novak Djokovic,Serbia,SRB,2.0,-10.0,2328,7-5 6-4,2.0,,62.0,,,36,F324
64,8/9/10,Canada Masters,M,3,H,False,SF,ROGER FEDERER,3.0,Switzerland,SUI,3,10.0,2329,Novak Djokovic,Serbia,SRB,2.0,-10.0,2280,6-1 3-6 7-5,2.0,,68.0,,,36,F324
65,8/31/09,US Open,G,5,H,False,SF,ROGER FEDERER,1.0,Switzerland,SUI,1,9.0,2446,Novak Djokovic,Serbia,SRB,4.0,-9.0,2302,7-6(3) 7-5 7-5,4.0,,56.0,,,36,F324
66,8/16/09,Cincinnati Masters,M,3,H,False,F,ROGER FEDERER,1.0,Switzerland,SUI,1,7.0,2428,Novak Djokovic,Serbia,SRB,4.0,-7.0,2288,6-1 7-5,4.0,,85.0,,,36,F324
67,8/25/08,US Open,G,5,H,False,SF,ROGER FEDERER,2.0,Switzerland,SUI,2,12.0,2371,Novak Djokovic,Serbia,SRB,3.0,-12.0,2309,6-3 5-7 7-5 6-2,3.0,,64.0,,,36,F324
68,4/20/08,Monte Carlo Masters,M,3,C,False,SF,ROGER FEDERER,1.0,Switzerland,SUI,1,6.0,2435,Novak Djokovic,Serbia,SRB,3.0,-7.0,2275,6-3 3-2 RET,3.0,,20.0,RET,,36,F324
69,8/27/07,US Open,G,5,H,False,F,ROGER FEDERER,1.0,Switzerland,SUI,1,6.0,2506,Novak Djokovic,Serbia,SRB,3.0,-7.0,2272,7-6(4) 7-6(2) 6-4,3.0,,59.0,,,36,F324
70,2/26/07,Dubai,A,3,H,False,QF,ROGER FEDERER,1.0,Switzerland,SUI,1,2.0,2545,Novak Djokovic,Serbia,SRB,14.0,-1.0,2090,6-3 6-7(6) 6-3,7.0,,65.0,,,36,F324
71,1/15/07,Australian Open,G,5,H,False,R16,ROGER FEDERER,1.0,Switzerland,SUI,1,1.0,2534,Novak Djokovic,Serbia,SRB,15.0,-2.0,2088,6-2 7-5 6-3,14.0,,55.0,,,36,F324
72,9/22/06,Davis Cup WG,D,5,H,False,RR,ROGER FEDERER,,Switzerland,SUI,1,2.0,2499,Novak Djokovic,Serbia,SRB,21.0,-1.0,2031,6-3 6-2 6-3,,,,,,36,F324
73,4/17/06,Monte Carlo Masters,M,3,C,False,R64,ROGER FEDERER,1.0,Switzerland,SUI,1,1.0,2505,Novak Djokovic,Serbia,SRB,67.0,,1916,6-3 2-6 6-3,,Q,15.0,,,36,F324
74,10/7/19,Shanghai Masters,M,3,H,False,QF,STEFANOS TSITSIPAS,6.0,Greece,GRE,7,18.0,2090,Novak Djokovic,Serbia,SRB,1.0,-18.0,2390,3-6 7-5 6-3,1.0,,88.0,,,116,TE51
75,8/6/18,Canada Masters,M,3,H,False,R16,STEFANOS TSITSIPAS,,Greece,GRE,27,19.0,1984,Novak Djokovic,Serbia,SRB,10.0,-18.0,2350,6-3 6-7(5) 6-3,9.0,,76.0,,,116,TE51
76,8/26/19,US Open,G,5,H,False,R16,STAN WAWRINKA,23.0,Switzerland,SUI,24,22.0,2087,Novak Djokovic,Serbia,SRB,1.0,-22.0,2400,6-4 7-5 2-1 RET,1.0,,61.0,RET,,119,W367
77,8/29/16,US Open,G,5,H,False,F,STAN WAWRINKA,3.0,Switzerland,SUI,3,28.0,2254,Novak Djokovic,Serbia,SRB,1.0,-28.0,2596,6-7(1) 6-4 7-5 6-3,1.0,,47.0,,,119,W367
78,5/24/15,Roland Garros,G,5,C,False,F,STAN WAWRINKA,8.0,Switzerland,SUI,9,28.0,2246,Novak Djokovic,Serbia,SRB,1.0,-28.0,2593,4-6 6-4 6-3 6-4,1.0,,46.0,,,119,W367
