year,competition,nov_win,locations,in_out,surfaces,competition_rd,OpponentId,OpponentName
2019,ATP Masters 1000 Paris,True,France,Indoor,Hard,SF,D875,Grigor Dimitrov
2018,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,R16,D875,Grigor Dimitrov
2018,London / Queen's Club,True,Great Britain,Outdoor,Grass,R16,D875,Grigor Dimitrov
2016,ATP Masters 1000 Paris,True,France,Indoor,Hard,R16,D875,Grigor Dimitrov
2014,Beijing,True,China,Outdoor,Hard,QF,D875,Grigor Dimitrov
2014,Wimbledon,True,Great Britain,Outdoor,Grass,SF,D875,Grigor Dimitrov
2013,Roland Garros,True,France,Outdoor,Clay,R32,D875,Grigor Dimitrov
2013,ATP Masters 1000 Madrid,False,Spain,Outdoor,Clay,R32,D875,Grigor Dimitrov
2013,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R32,D875,Grigor Dimitrov
2012,ATP Masters 1000 Shanghai,True,China,Outdoor,Hard,R32,D875,Grigor Dimitrov
2012,ATP Masters 1000 Monte Carlo,True,Monaco,Outdoor,Clay,QF,H756,Robin Haase
2010,Basel,True,Switzerland,Indoor,Hard,QF,H756,Robin Haase
2007,US Open,True,"NY, U.S.A.",Outdoor,Hard,R128,H756,Robin Haase
2015,US Open,True,"NY, U.S.A.",Outdoor,Hard,R64,H804,Andreas Haider-Maurer
2015,ATP Masters 1000 Monte Carlo,True,Monaco,Outdoor,Clay,R16,H804,Andreas Haider-Maurer
2014,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R64,H528,Victor Hanescu
2011,Roland Garros,True,France,Outdoor,Clay,R64,H528,Victor Hanescu
2010,ATP Masters 1000 Canada,True,Canada,Outdoor,Hard,R16,H528,Victor Hanescu
2010,Roland Garros,True,France,Outdoor,Clay,R32,H528,Victor Hanescu
2009,Beijing,True,China,Outdoor,Hard,R32,H528,Victor Hanescu
2008,ATP Masters 1000 Madrid,True,Spain,Indoor,Hard,R32,H528,Victor Hanescu
2005,ATP Masters 1000 Paris,True,France,Indoor,Carpet,R64,H528,Victor Hanescu
2013,Australian Open,True,Australia,Outdoor,Hard,R64,H940,Ryan Harrison
2012,Wimbledon,True,Great Britain,Outdoor,Grass,R64,H940,Ryan Harrison
2011,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,R32,H940,Ryan Harrison
2013,ATP Masters 1000 Paris,True,France,Indoor,Hard,R32,H996,Pierre-Hugues Herbert
2022,ATP Masters 1000 Madrid,True,Spain,Outdoor,Clay,QF,HB71,Hubert Hurkacz
2021,ATP Masters 1000 Paris,True,France,Indoor,Hard,SF,HB71,Hubert Hurkacz
2019,Wimbledon,True,Great Britain,Outdoor,Grass,R32,HB71,Hubert Hurkacz
2019,Roland Garros,True,France,Outdoor,Clay,R128,HB71,Hubert Hurkacz
2019,ATP Masters 1000 Shanghai,True,China,Outdoor,Hard,R16,I186,John Isner
2018,Nitto ATP Finals,True,Great Britain,Indoor,Hard,RR,I186,John Isner
2015,Beijing,True,China,Outdoor,Hard,QF,I186,John Isner
2015,ATP Masters 1000 Miami,True,"FL, U.S.A.",Outdoor,Hard,SF,I186,John Isner
2015,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R16,I186,John Isner
2014,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,SF,I186,John Isner
2013,ATP Masters 1000 Paris,True,France,Indoor,Hard,R16,I186,John Isner
2013,ATP Masters 1000 Cincinnati,False,"OH, U.S.A.",Outdoor,Hard,QF,I186,John Isner
2013,USA vs. SRB WG QF,True,United States,Indoor,Hard,RR,I186,John Isner
2012,ATP Masters 1000 Indian Wells,False,"CA, U.S.A.",Outdoor,Hard,SF,I186,John Isner
2010,Beijing,True,China,Outdoor,Hard,SF,I186,John Isner
2010,SRB vs. USA WG 1st RD,True,Serbia,Indoor,Clay,RR,I186,John Isner
2017,Australian Open,False,Australia,Outdoor,Hard,R64,I165,Denis Istomin
2014,Dubai,True,U.A.E.,Outdoor,Hard,R32,I165,Denis Istomin
2014,Australian Open,True,Australia,Outdoor,Hard,R32,I165,Denis Istomin
2013,ATP Masters 1000 Canada,True,Canada,Outdoor,Hard,R16,I165,Denis Istomin
2011,ATP Masters 1000 Miami,True,"FL, U.S.A.",Outdoor,Hard,R64,I165,Denis Istomin
2010,Australian Open,True,Australia,Outdoor,Hard,R32,I165,Denis Istomin
2020,Dubai,True,U.A.E.,Outdoor,Hard,R32,J267,Malek Jaziri
2016,Dubai,True,U.A.E.,Outdoor,Hard,R16,J267,Malek Jaziri
2018,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,R64,J386,Steve Johnson
2022,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R32,KC56,Aslan Karatsev
2021,Belgrade,False,Serbia,Outdoor,Clay,SF,KC56,Aslan Karatsev
2021,Australian Open,True,Australia,Outdoor,Hard,SF,KC56,Aslan Karatsev
2022,Belgrade,True,Serbia,Outdoor,Clay,SF,KE29,Karen Khachanov
2022,Dubai,True,U.A.E.,Outdoor,Hard,R16,KE29,Karen Khachanov
2020,Roland Garros,True,France,Outdoor,Clay,R16,KE29,Karen Khachanov
2020,Dubai,True,U.A.E.,Outdoor,Hard,QF,KE29,Karen Khachanov
2019,Davis Cup Finals,True,Spain,Indoor,Hard,QF,KE29,Karen Khachanov
2018,ATP Masters 1000 Paris,False,France,Indoor,Hard,F,KE29,Karen Khachanov
2018,Wimbledon,True,Great Britain,Outdoor,Grass,R16,KE29,Karen Khachanov
2018,Barcelona,False,Spain,Outdoor,Clay,R32,K966,Martin Klizan
2017,Wimbledon,True,Great Britain,Outdoor,Grass,R128,K966,Martin Klizan
2017,Acapulco,True,Mexico,Outdoor,Hard,R32,K966,Martin Klizan
2015,ATP Masters 1000 Shanghai,True,China,Outdoor,Hard,R32,K966,Martin Klizan
2015,ATP Masters 1000 Miami,True,"FL, U.S.A.",Outdoor,Hard,R64,K966,Martin Klizan
2020,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,QF,KE73,Dominik Koepfer
2020,Dubai,True,U.A.E.,Outdoor,Hard,R16,K435,Philipp Kohlschreiber
2019,Wimbledon,True,Great Britain,Outdoor,Grass,R128,K435,Philipp Kohlschreiber
2019,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R16,K435,Philipp Kohlschreiber
2019,ATP Masters 1000 Monte Carlo,True,Monaco,Outdoor,Clay,R32,K435,Philipp Kohlschreiber
2019,ATP Masters 1000 Indian Wells,False,"CA, U.S.A.",Outdoor,Hard,R32,K435,Philipp Kohlschreiber
2016,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R32,K435,Philipp Kohlschreiber
2015,Wimbledon,True,Great Britain,Outdoor,Grass,R128,K435,Philipp Kohlschreiber
2014,ATP Masters 1000 Paris,True,France,Indoor,Hard,R32,K435,Philipp Kohlschreiber
2014,US Open,True,"NY, U.S.A.",Outdoor,Hard,R16,K435,Philipp Kohlschreiber
2014,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R16,K435,Philipp Kohlschreiber
2013,Roland Garros,True,France,Outdoor,Clay,R16,K435,Philipp Kohlschreiber
2010,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R32,K435,Philipp Kohlschreiber
2009,Roland Garros,False,France,Outdoor,Clay,R32,K435,Philipp Kohlschreiber
2008,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R32,K435,Philipp Kohlschreiber
2020,Vienna,True,Austria,Indoor,Hard,R32,KB05,Filip Krajinovic
2020,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R16,KB05,Filip Krajinovic
2010,Belgrade,False,Serbia,Outdoor,Clay,QF,KB05,Filip Krajinovic
2011,Basel,True,Switzerland,Indoor,Hard,R16,K540,Lukasz Kubot
2011,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R32,K540,Lukasz Kubot
2010,Australian Open,True,Australia,Outdoor,Hard,R16,K540,Lukasz Kubot
2009,Belgrade,True,Serbia,Outdoor,Clay,F,K540,Lukasz Kubot
2016,SRB vs. KAZ WG 1st RD,True,Serbia,Indoor,Hard,RR,K926,Mikhail Kukushkin
2014,ATP Masters 1000 Shanghai,True,China,Outdoor,Hard,R16,K926,Mikhail Kukushkin
2022,Wimbledon,True,Great Britain,Outdoor,Grass,F,KE17,Nick Kyrgios
2017,ATP Masters 1000 Indian Wells,False,"CA, U.S.A.",Outdoor,Hard,R16,KE17,Nick Kyrgios
2017,Acapulco,False,Mexico,Outdoor,Hard,QF,KE17,Nick Kyrgios
2018,ATP Masters 1000 Monte Carlo,True,Monaco,Outdoor,Clay,R64,L987,Dusan Lajovic
2015,Doha,True,Qatar,Outdoor,Hard,R32,L987,Dusan Lajovic
2017,ATP Masters 1000 Madrid,True,Spain,Outdoor,Clay,R16,L397,Feliciano Lopez
2016,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R16,L397,Feliciano Lopez
2016,Dubai,False,U.A.E.,Outdoor,Hard,QF,L397,Feliciano Lopez
2015,ATP Masters 1000 Shanghai,True,China,Outdoor,Hard,R16,L397,Feliciano Lopez
2015,US Open,True,"NY, U.S.A.",Outdoor,Hard,QF,L397,Feliciano Lopez
2012,ATP Masters 1000 Shanghai,True,China,Outdoor,Hard,R16,L397,Feliciano Lopez
2011,Belgrade,True,Serbia,Outdoor,Clay,F,L397,Feliciano Lopez
2011,Dubai,True,U.A.E.,Outdoor,Hard,R16,L397,Feliciano Lopez
2007,ATP Masters 1000 Miami,True,"FL, U.S.A.",Outdoor,Hard,R16,L397,Feliciano Lopez
2007,Australian Open,True,Australia,Outdoor,Hard,R64,L397,Feliciano Lopez
2018,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,R32,ME82,Adrian Mannarino
2018,London / Queen's Club,True,Great Britain,Outdoor,Grass,QF,ME82,Adrian Mannarino
2017,Wimbledon,True,Great Britain,Outdoor,Grass,R16,ME82,Adrian Mannarino
2016,Wimbledon,True,Great Britain,Outdoor,Grass,R64,ME82,Adrian Mannarino
2014,ATP Masters 1000 Miami,True,"FL, U.S.A.",Outdoor,Hard,R32,MB02,Florian Mayer
2013,ATP Masters 1000 Canada,True,Canada,Outdoor,Hard,R32,MB02,Florian Mayer
2013,Wimbledon,True,Great Britain,Outdoor,Grass,R128,MB02,Florian Mayer
2012,Beijing,True,China,Outdoor,Hard,SF,MB02,Florian Mayer
2012,Wimbledon,True,Great Britain,Outdoor,Grass,QF,MB02,Florian Mayer
2011,Dubai,True,U.A.E.,Outdoor,Hard,QF,MB02,Florian Mayer
2010,Rotterdam,True,Netherlands,Indoor,Hard,QF,MB02,Florian Mayer
2021,ATP Masters 1000 Paris,True,France,Indoor,Hard,F,MM58,Daniil Medvedev
2021,US Open,False,"NY, U.S.A.",Outdoor,Hard,F,MM58,Daniil Medvedev
2021,Australian Open,True,Australia,Outdoor,Hard,F,MM58,Daniil Medvedev
2020,Nitto ATP Finals,False,Great Britain,Indoor,Hard,RR,MM58,Daniil Medvedev
2020,ATP Cup,True,Australia,Outdoor,Hard,SF,MM58,Daniil Medvedev
2019,ATP Masters 1000 Cincinnati,False,"OH, U.S.A.",Outdoor,Hard,SF,MM58,Daniil Medvedev
2019,ATP Masters 1000 Monte Carlo,False,Monaco,Outdoor,Clay,QF,MM58,Daniil Medvedev
2019,Australian Open,True,Australia,Outdoor,Hard,R16,MM58,Daniil Medvedev
2017,Eastbourne,True,Great Britain,Outdoor,Grass,SF,MM58,Daniil Medvedev
2017,SRB vs. RUS WG 1st RD,True,Serbia,Indoor,Hard,RR,MM58,Daniil Medvedev
2019,Tokyo,True,Japan,Outdoor,Hard,QF,PF39,Lucas Pouille
2019,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,QF,PF39,Lucas Pouille
2019,Australian Open,True,Australia,Outdoor,Hard,SF,PF39,Lucas Pouille
2019,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,R32,Q927,Sam Querrey
2016,Wimbledon,False,Great Britain,Outdoor,Grass,R32,Q927,Sam Querrey
2014,US Open,True,"NY, U.S.A.",Outdoor,Hard,R32,Q927,Sam Querrey
2013,Beijing,True,China,Outdoor,Hard,QF,Q927,Sam Querrey
2013,USA vs. SRB WG QF,True,United States,Indoor,Hard,RR,Q927,Sam Querrey
2013,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R16,Q927,Sam Querrey
2012,ATP Masters 1000 Paris,False,France,Indoor,Hard,R32,Q927,Sam Querrey
2012,ATP Masters 1000 Canada,True,Canada,Outdoor,Hard,R16,Q927,Sam Querrey
2010,SRB vs. USA WG 1st RD,True,Serbia,Indoor,Clay,RR,Q927,Sam Querrey
2008,ATP Masters 1000 Monte Carlo,True,Monaco,Outdoor,Clay,QF,Q927,Sam Querrey
2008,Australian Open,True,Australia,Outdoor,Hard,R32,Q927,Sam Querrey
2018,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R16,R772,Albert Ramos-Vinolas
2018,Australian Open,True,Australia,Outdoor,Hard,R32,R772,Albert Ramos-Vinolas
2017,Roland Garros,True,France,Outdoor,Clay,R16,R772,Albert Ramos-Vinolas
2017,SRB vs. ESP WG QF,True,Serbia,Indoor,Hard,RR,R772,Albert Ramos-Vinolas
2015,ATP Masters 1000 Monte Carlo,True,Monaco,Outdoor,Clay,R32,R772,Albert Ramos-Vinolas
2015,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R32,R772,Albert Ramos-Vinolas
2021,Australian Open,True,Australia,Outdoor,Hard,R16,R975,Milos Raonic
2020,ATP Masters 1000 Cincinnati,True,"NY, U.S.A.",Outdoor,Hard,F,R975,Milos Raonic
2020,Australian Open,True,Australia,Outdoor,Hard,QF,R975,Milos Raonic
2018,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,QF,R975,Milos Raonic
2016,ATP Finals,True,Great Britain,Indoor,Hard,RR,R975,Milos Raonic
2016,ATP Masters 1000 Madrid,True,Spain,Outdoor,Clay,QF,R975,Milos Raonic
2016,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,F,R975,Milos Raonic
2015,Australian Open,True,Australia,Outdoor,Hard,QF,R975,Milos Raonic
2014,ATP Masters 1000 Paris,True,France,Indoor,Hard,F,R975,Milos Raonic
2014,Roland Garros,True,France,Outdoor,Clay,QF,R975,Milos Raonic
2014,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,SF,R975,Milos Raonic
2013,SRB vs.CAN WG SF,True,Serbia,Indoor,Clay,RR,R975,Milos Raonic
2016,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R32,R612,Stephane Robert
2016,Dubai,True,U.A.E.,Outdoor,Hard,R32,R419,Tommy Robredo
2014,ATP Masters 1000 Cincinnati,False,"OH, U.S.A.",Outdoor,Hard,R16,R419,Tommy Robredo
2014,ATP Masters 1000 Miami,True,"FL, U.S.A.",Outdoor,Hard,R16,R419,Tommy Robredo
2009,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R16,R419,Tommy Robredo
2008,US Open,True,"NY, U.S.A.",Outdoor,Hard,R16,R419,Tommy Robredo
2007,Estoril,True,Portugal,Outdoor,Clay,SF,R419,Tommy Robredo
2007,Rotterdam,True,Netherlands,Indoor,Hard,QF,R419,Tommy Robredo
2006,Wimbledon,True,Great Britain,Outdoor,Grass,R64,R419,Tommy Robredo
2005,ATP Masters 1000 Paris,False,France,Indoor,Carpet,R16,R419,Tommy Robredo
2013,Beijing,True,China,Outdoor,Hard,R32,R685,Lukas Rosol
2013,ATP Masters 1000 Miami,True,"FL, U.S.A.",Outdoor,Hard,R64,R685,Lukas Rosol
2022,Belgrade,False,Serbia,Outdoor,Clay,F,RE44,Andrey Rublev
2021,Nitto ATP Finals,True,Italy,Indoor,Hard,RR,RE44,Andrey Rublev
2022,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,SF,RH16,Casper Ruud
2021,Nitto ATP Finals,True,Italy,Indoor,Hard,RR,RH16,Casper Ruud
2020,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,SF,RH16,Casper Ruud
2021,Roland Garros,True,France,Outdoor,Clay,R128,SL08,Tennys Sandgren
2020,ATP Masters 1000 Cincinnati,True,"NY, U.S.A.",Outdoor,Hard,R16,SL08,Tennys Sandgren
2018,US Open,True,"NY, U.S.A.",Outdoor,Hard,R64,SL08,Tennys Sandgren
2018,Wimbledon,True,Great Britain,Outdoor,Grass,R128,SL08,Tennys Sandgren
2022,Roland Garros,True,France,Outdoor,Clay,R16,SM37,Diego Schwartzman
2020,Nitto ATP Finals,True,Great Britain,Indoor,Hard,RR,SM37,Diego Schwartzman
2020,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,F,SM37,Diego Schwartzman
2020,Australian Open,True,Australia,Outdoor,Hard,R16,SM37,Diego Schwartzman
2019,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,SF,SM37,Diego Schwartzman
2017,Roland Garros,True,France,Outdoor,Clay,R32,SM37,Diego Schwartzman
2014,US Open,True,"NY, U.S.A.",Outdoor,Hard,R128,SM37,Diego Schwartzman
2016,Australian Open,True,Australia,Outdoor,Hard,R32,SA93,Andreas Seppi
2015,US Open,True,"NY, U.S.A.",Outdoor,Hard,R32,SA93,Andreas Seppi
2013,Dubai,True,U.A.E.,Outdoor,Hard,QF,SA93,Andreas Seppi
2012,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,R32,SA93,Andreas Seppi
2012,Roland Garros,True,France,Outdoor,Clay,R16,SA93,Andreas Seppi
2012,ATP Masters 1000 Monte Carlo,True,Monaco,Outdoor,Clay,R32,SA93,Andreas Seppi
2009,ATP Masters 1000 Madrid,True,Spain,Outdoor,Clay,R16,SA93,Andreas Seppi
2009,Belgrade,True,Serbia,Outdoor,Clay,SF,SA93,Andreas Seppi
2008,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,R16,SA93,Andreas Seppi
2008,ATP Masters 1000 Indian Wells,True,"CA, U.S.A.",Outdoor,Hard,R64,SA93,Andreas Seppi
2007,Vienna,True,Austria,Indoor,Hard,SF,SA93,Andreas Seppi
2006,Rotterdam,True,Netherlands,Indoor,Hard,R32,SA93,Andreas Seppi
2021,Wimbledon,True,Great Britain,Outdoor,Grass,SF,SU55,Denis Shapovalov
2021,ATP Cup,True,Australia,Outdoor,Hard,RR,SU55,Denis Shapovalov
2020,ATP Cup,True,Australia,Outdoor,Hard,QF,SU55,Denis Shapovalov
2019,ATP Masters 1000 Paris,True,France,Indoor,Hard,F,SU55,Denis Shapovalov
2019,ATP Masters 1000 Shanghai,True,China,Outdoor,Hard,R32,SU55,Denis Shapovalov
2019,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R32,SU55,Denis Shapovalov
2019,Australian Open,True,Australia,Outdoor,Hard,R32,SU55,Denis Shapovalov
2017,ATP Masters 1000 Monte Carlo,True,Monaco,Outdoor,Clay,R32,SD32,Gilles Simon
2016,Australian Open,True,Australia,Outdoor,Hard,R16,SD32,Gilles Simon
2015,ATP Masters 1000 Paris,True,France,Indoor,Hard,R16,SD32,Gilles Simon
2014,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,R32,SD32,Gilles Simon
2014,Wimbledon,True,Great Britain,Outdoor,Grass,R32,SD32,Gilles Simon
2010,SRB vs. FRA DC Final,True,Serbia,Indoor,Hard,RR,SD32,Gilles Simon
2010,Beijing,True,China,Outdoor,Hard,QF,SD32,Gilles Simon
2009,ATP Masters 1000 Shanghai,True,China,Outdoor,Hard,QF,SD32,Gilles Simon
2009,ATP Masters 1000 Cincinnati,True,"OH, U.S.A.",Outdoor,Hard,QF,SD32,Gilles Simon
2009,Dubai,True,U.A.E.,Outdoor,Hard,SF,SD32,Gilles Simon
2008,Tennis Masters Cup,True,China,Indoor,Hard,SF,SD32,Gilles Simon
2008,Marseille,False,France,Indoor,Hard,R16,SD32,Gilles Simon
2022,Wimbledon,True,Great Britain,Outdoor,Grass,QF,S0AG,Jannik Sinner
2021,ATP Masters 1000 Monte Carlo,True,Monaco,Outdoor,Clay,R32,S0AG,Jannik Sinner
2015,ATP Masters 1000 Canada,True,Canada,Outdoor,Hard,R16,SM25,Jack Sock
2011,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,QF,SA49,Robin Soderling
2009,ATP Finals,False,Great Britain,Indoor,Hard,RR,SA49,Robin Soderling
2009,ATP Masters 1000 Paris,True,France,Indoor,Hard,QF,SA49,Robin Soderling
2009,Beijing,True,China,Outdoor,Hard,SF,SA49,Robin Soderling
2008,Bangkok,True,Thailand,Indoor,Hard,QF,SA49,Robin Soderling
2008,ATP Masters 1000 Canada,True,Canada,Outdoor,Hard,R16,SA49,Robin Soderling
2007,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,R32,SA49,Robin Soderling
2021,ATP Masters 1000 Rome,True,Italy,Outdoor,Clay,SF,SU87,Lorenzo Sonego
